,player_1_won,player_2_won,date,maxw,maxl,avgw,avgl
6870,0,1,2002-07-15,1.5,2.8,1.4375,2.52
6877,1,0,2002-07-15,1.45,2.65,1.4466666666666665,2.433333333333333
6876,0,1,2002-07-15,2.5,1.52,2.3625,1.4925
6875,1,0,2002-07-15,2.1,1.75,1.9525000000000001,1.70925
6874,0,1,2002-07-15,1.33,3.5,1.2865000000000002,3.1875
6873,1,0,2002-07-15,2.25,1.75,2.0825,1.61775
6872,1,0,2002-07-15,1.4,3.25,1.35825,2.825
6871,1,0,2002-07-15,1.35,3.25,1.33325,2.95
6878,1,0,2002-07-15,1.615,2.45,1.54125,2.2375
6997,1,0,2002-07-22,2.75,1.45,2.5450000000000004,1.4327999999999999
6998,1,0,2002-07-22,1.286,3.7,1.249,3.425
6999,0,1,2002-07-22,1.62,2.375,1.5557500000000002,2.19375
7004,0,1,2002-07-22,1.16,4.75,1.153333333333333,4.216666666666666
7001,0,1,2002-07-22,1.727,2.15,1.69425,1.9675
7002,0,1,2002-07-22,1.4,2.8,1.3666666666666665,2.65
6996,1,0,2002-07-22,1.25,4.333,1.2200000000000002,3.7165999999999997
7003,1,0,2002-07-22,1.2,5.5,1.1487500000000002,4.5
7000,0,1,2002-07-22,2.95,1.45,2.71875,1.3735
6995,1,0,2002-07-22,1.5,2.625,1.4548,2.475
6991,1,0,2002-07-22,1.22,5.0,1.1552,4.51
6993,1,0,2002-07-22,1.75,2.2,1.6600000000000001,2.06
6992,0,1,2002-07-22,1.35,3.25,1.3312000000000002,2.96
7028,0,1,2002-07-22,1.82,2.1,1.75925,1.8925
6990,1,0,2002-07-22,1.667,2.25,1.5916,2.15
6989,1,0,2002-07-22,1.62,2.5,1.5422,2.2600000000000002
6988,1,0,2002-07-22,3.3,1.333,3.2299999999999995,1.2798000000000003
6987,0,1,2002-07-22,1.15,5.0,1.1472,4.61
6986,0,1,2002-07-22,1.333,3.5,1.2998,3.12
6985,1,0,2002-07-22,1.35,3.4,1.3192,3.0200000000000005
6994,1,0,2002-07-22,1.6,2.5,1.5542,2.2399999999999998
7005,1,0,2002-07-22,2.25,1.615,2.1500000000000004,1.57875
7027,0,1,2002-07-22,1.615,2.3,1.5772,2.1799999999999997
7007,0,1,2002-07-22,,,,
6984,0,1,2002-07-22,1.15,5.5,1.12375,4.9375
7026,1,0,2002-07-22,3.35,1.333,3.1700000000000004,1.2937999999999998
7025,0,1,2002-07-22,1.6,2.4,1.57525,2.1625
7024,0,1,2002-07-22,3.25,1.364,2.9875,1.3185
7023,0,1,2002-07-22,1.15,6.0,1.12775,4.9375
7022,0,1,2002-07-22,1.4,2.8,1.3875000000000002,2.65
7021,0,1,2002-07-22,1.65,2.5,1.5625999999999998,2.225
7020,1,0,2002-07-22,2.2,1.65,2.0625,1.63375
7019,1,0,2002-07-22,1.4,2.8,1.3575,2.7625
7006,1,0,2002-07-22,1.85,1.75,1.85,1.75
7018,0,1,2002-07-22,3.75,1.27,3.46,1.2484
7016,1,0,2002-07-22,1.18,6.5,1.12,5.125
7015,1,0,2002-07-22,2.0,1.85,1.8207499999999999,1.81575
7014,0,1,2002-07-22,2.1,1.727,2.004,1.6768
7013,1,0,2002-07-22,1.14,7.0,1.09325,5.625
7012,1,0,2002-07-22,3.0,1.36,2.8333333333333335,1.3266666666666669
7011,0,1,2002-07-22,2.0,1.9,1.855,1.7942500000000001
7010,1,0,2002-07-22,1.8,2.0,1.7,1.95225
7009,0,1,2002-07-22,2.5,1.53,2.3125,1.5075
7008,1,0,2002-07-22,1.833,2.0,1.7207500000000002,1.9132500000000001
7017,1,0,2002-07-22,2.8,1.4,2.7,1.375
6983,0,1,2002-07-22,2.375,1.7,2.225,1.5608
6973,0,1,2002-07-22,1.3,3.3,1.2715,3.2125
6981,1,0,2002-07-22,1.16,5.5,1.1356,4.83
6955,1,0,2002-07-22,1.167,5.0,1.154,4.46
6954,1,0,2002-07-22,1.2,4.5,1.1667999999999998,4.25
6953,0,1,2002-07-22,1.333,3.5,1.3026,3.12
6952,0,1,2002-07-22,2.0,1.8,1.8825,1.76925
6951,1,0,2002-07-22,2.5,1.53,2.3375000000000004,1.495
6950,0,1,2002-07-22,2.625,1.48,2.45625,1.4485
6949,0,1,2002-07-22,1.58,2.375,1.5082499999999999,2.3062500000000004
6948,0,1,2002-07-22,2.3,1.65,2.2375,1.5227499999999998
6947,0,1,2002-07-22,2.6,1.5,2.525,1.4375
6946,0,1,2002-07-22,1.28,4.0,1.238,3.55
6945,1,0,2002-07-22,1.727,2.2,1.6142500000000002,2.0875
6944,1,0,2002-07-22,3.3,1.36,3.1375,1.2982500000000001
6942,1,0,2002-07-22,1.3,3.75,1.275,3.2625
6941,1,0,2002-07-22,1.222,4.5,1.178,4.075
6940,0,1,2002-07-22,2.375,1.65,2.15625,1.58825
6939,1,0,2002-07-22,1.22,4.5,1.17175,4.1375
6938,1,0,2002-07-22,1.125,6.0,1.1062500000000002,5.2875
6937,0,1,2002-07-22,1.62,2.2,1.58375,2.1500000000000004
6982,0,1,2002-07-22,1.7,2.15,1.6666666666666667,1.9833333333333334
6956,1,0,2002-07-22,1.2,5.0,1.1572,4.51
6957,1,0,2002-07-22,1.42,3.0,1.3774,2.7399999999999998
6943,0,1,2002-07-22,2.1,1.75,1.975,1.6917499999999999
6959,0,1,2002-07-22,1.571,2.5,1.5142,2.3200000000000003
6958,0,1,2002-07-22,1.68,2.2,1.6423999999999999,2.06
6980,1,0,2002-07-22,3.7,1.3,3.46,1.24
6979,1,0,2002-07-22,1.6,2.625,1.5228,2.325
6978,0,1,2002-07-22,1.333,3.3,1.2882500000000001,3.1125
6977,0,1,2002-07-22,1.4,3.5,1.295,3.1
6975,1,0,2002-07-22,1.33,3.55,1.259,3.3125
6974,0,1,2002-07-22,1.52,2.5,1.482,2.41
6972,0,1,2002-07-22,1.5,2.6,1.45,2.496
6971,1,0,2002-07-22,1.33,3.25,1.3044,3.0460000000000003
6970,1,0,2002-07-22,1.333,3.15,1.3152000000000001,2.9899999999999998
6976,1,0,2002-07-22,1.85,1.909,1.7925999999999997,1.8584
6968,1,0,2002-07-22,1.167,5.5,1.1284,4.92
6967,1,0,2002-07-22,2.1,1.82,1.8925,1.75925
6966,1,0,2002-07-22,1.286,4.0,1.2372,3.54
6965,1,0,2002-07-22,1.667,2.3,1.5936,2.15
6964,0,1,2002-07-22,2.2,1.667,2.1399999999999997,1.6008
6963,1,0,2002-07-22,1.4,3.0,1.3485,2.8375000000000004
6962,0,1,2002-07-22,1.45,2.75,1.4228,2.585
6961,0,1,2002-07-22,1.95,1.833,1.8372,1.8032
6969,1,0,2002-07-22,4.25,1.15,4.025,1.15
6960,0,1,2002-07-22,2.2,1.727,2.0700000000000003,1.6384
7073,0,1,2002-07-29,1.3,3.75,1.27,3.3375
7072,0,1,2002-07-29,1.364,3.25,1.3495,2.90625
7071,1,0,2002-07-29,1.333,3.5,1.3047499999999999,3.125
7070,0,1,2002-07-29,2.6,1.571,2.35,1.4979999999999998
7069,1,0,2002-07-29,1.4,3.0,1.3685,2.78125
7068,0,1,2002-07-29,1.85,2.1,1.6985000000000001,2.0
7064,0,1,2002-07-29,1.55,2.625,1.486,2.43125
7066,1,0,2002-07-29,3.05,1.4,2.8125,1.3625000000000003
7065,0,1,2002-07-29,1.6,2.375,1.52075,2.3
7063,1,0,2002-07-29,1.6,2.375,1.5635,2.21875
7074,0,1,2002-07-29,1.45,2.7,1.4344999999999999,2.5625
7062,0,1,2002-07-29,1.5,2.75,1.441,2.55625
7067,0,1,2002-07-29,1.85,1.9,1.811,1.8276666666666666
7075,1,0,2002-07-29,2.1,1.68,2.0749999999999997,1.641
7086,1,0,2002-07-29,1.95,1.8,1.9044999999999999,1.7625
7077,0,1,2002-07-29,1.333,3.4,1.31225,3.125
7078,0,1,2002-07-29,1.9,1.909,1.8125,1.8545
7079,1,0,2002-07-29,3.25,1.364,2.93125,1.3442500000000002
7080,0,1,2002-07-29,1.571,2.4,1.5510000000000002,2.25625
7081,0,1,2002-07-29,1.25,3.8,1.2429999999999999,3.55
7082,0,1,2002-07-29,1.364,3.25,1.35175,2.90625
7083,0,1,2002-07-29,3.0,1.364,2.9,1.3413333333333333
7084,0,1,2002-07-29,2.5,1.6,2.2375,1.56025
7085,0,1,2002-07-29,1.364,3.5,1.3199999999999998,3.05625
7087,1,0,2002-07-29,1.4,3.0,1.382,2.74375
7088,1,0,2002-07-29,2.0,1.833,1.873,1.78325
7089,0,1,2002-07-29,1.53,2.75,1.4825,2.4375
7090,0,1,2002-07-29,2.5,1.52,2.3833333333333333,1.49
7061,0,1,2002-07-29,1.45,2.65,1.4469999999999998,2.525
7076,1,0,2002-07-29,1.909,1.95,1.823,1.83325
7060,1,0,2002-07-29,1.4,3.0,1.36075,2.8125
7051,1,0,2002-07-29,1.22,5.0,1.182,4.21
7058,0,1,2002-07-29,1.65,2.25,1.58025,2.175
7059,1,0,2002-07-29,1.85,1.95,1.7946000000000002,1.8684
7030,1,0,2002-07-29,2.75,1.533,2.404,1.4872
7031,1,0,2002-07-29,1.41,3.2,1.3880000000000003,2.7299999999999995
7032,1,0,2002-07-29,1.85,2.0,1.7694000000000003,1.8918
7033,1,0,2002-07-29,2.2,1.75,2.066,1.6464000000000003
7034,1,0,2002-07-29,1.38,3.2,1.3316,3.02
7035,1,0,2002-07-29,1.2,5.0,1.1691999999999998,4.41
7036,0,1,2002-07-29,1.17,5.5,1.1523999999999999,4.71
7037,0,1,2002-07-29,1.6,2.375,1.54575,2.23125
7038,1,0,2002-07-29,1.72,2.2,1.594,2.16
7039,1,0,2002-07-29,1.95,1.88,1.8132000000000001,1.8291999999999997
7040,0,1,2002-07-29,2.0,1.833,1.9032,1.7672
7041,0,1,2002-07-29,2.75,1.5,2.585,1.4188
7042,0,1,2002-07-29,8.0,1.111,6.2,1.0981999999999998
7029,1,0,2002-07-29,1.15,7.0,1.1086,5.85
7044,0,1,2002-07-29,1.5,2.5,1.4600000000000002,2.5
7043,0,1,2002-07-29,1.75,2.0,1.7167999999999999,1.954
7056,0,1,2002-07-29,2.375,1.6,2.25625,1.5332499999999998
7055,1,0,2002-07-29,,,,
7054,1,0,2002-07-29,1.17,5.0,1.146,4.6
7053,1,0,2002-07-29,1.64,2.25,1.5852,2.21
7052,0,1,2002-07-29,1.4,3.25,1.3634,2.835
7057,1,0,2002-07-29,2.0,1.9,1.884,1.7774
7050,1,0,2002-07-29,2.15,1.81,1.9420000000000002,1.7328
7049,1,0,2002-07-29,,,,
7048,0,1,2002-07-29,1.6,2.45,1.5570000000000002,2.1999999999999997
7047,0,1,2002-07-29,2.0,1.909,1.8279999999999998,1.8596
7046,0,1,2002-07-29,2.55,1.58,2.32,1.5252
7045,0,1,2002-07-29,1.41,2.85,1.3820000000000001,2.7700000000000005
7133,1,0,2002-08-05,1.36,3.5,1.2992000000000001,3.2380000000000004
7132,0,1,2002-08-05,2.44,1.54,2.378,1.5071999999999999
7131,1,0,2002-08-05,1.8,2.1,1.7594,1.9418
7130,0,1,2002-08-05,1.727,2.28,1.6524,2.086
7129,1,0,2002-08-05,1.73,2.2,1.659,2.098
7127,1,0,2002-08-05,1.8,2.08,1.7054000000000002,1.9898
7123,1,0,2002-08-05,1.9,1.85,1.8312000000000002,1.8132000000000001
7126,0,1,2002-08-05,1.75,2.1,1.7074000000000003,1.9899999999999998
7125,1,0,2002-08-05,1.5,2.55,1.486,2.45
7124,0,1,2002-08-05,2.35,1.6,2.2375,1.56775
7134,1,0,2002-08-05,2.375,1.62,2.279,1.5387999999999997
7128,0,1,2002-08-05,2.25,1.8,2.0018000000000002,1.7274
7135,0,1,2002-08-05,1.36,3.5,1.3092,3.2020000000000004
7142,1,0,2002-08-05,2.25,1.7,2.15,1.6271999999999998
7137,1,0,2002-08-05,1.9,2.0,1.7854000000000003,1.9258
7138,1,0,2002-08-05,,,,
7139,1,0,2002-08-05,1.16,7.0,1.1126,5.83
7140,0,1,2002-08-05,1.31,4.0,1.266,3.532
7141,1,0,2002-08-05,1.43,3.0,1.3714,2.8600000000000003
7143,1,0,2002-08-05,1.65,2.4,1.5872,2.25
7144,1,0,2002-08-05,,,,
7145,0,1,2002-08-05,1.8,2.1,1.7288000000000001,2.0
7146,0,1,2002-08-05,1.71,2.2,1.6544,2.1
7147,0,1,2002-08-05,1.23,4.75,1.188,4.29
7148,0,1,2002-08-05,1.95,1.909,1.8465999999999998,1.8584
7149,1,0,2002-08-05,3.25,1.38,3.0075000000000003,1.34325
7122,0,1,2002-08-05,3.25,1.4,2.94,1.3519999999999999
7136,0,1,2002-08-05,2.05,1.833,1.9265999999999999,1.7580000000000002
7121,1,0,2002-08-05,1.2,6.0,1.159,4.764
7093,1,0,2002-08-05,2.15,1.727,2.0375,1.6635000000000002
7119,1,0,2002-08-05,1.533,2.5,1.4943333333333335,2.3583333333333334
7120,0,1,2002-08-05,2.0,1.85,1.9125,1.7635
7091,0,1,2002-08-05,1.22,5.0,1.17,4.325
7094,0,1,2002-08-05,5.0,1.2,4.325,1.1724999999999999
7095,0,1,2002-08-05,2.3,1.571,2.183333333333333,1.5636666666666665
7096,1,0,2002-08-05,2.1,1.727,2.0,1.691
7097,0,1,2002-08-05,2.25,1.66,2.18,1.5992
7098,1,0,2002-08-05,1.571,2.7,1.4935,2.38125
7099,0,1,2002-08-05,1.533,2.65,1.48325,2.43125
7100,0,1,2002-08-05,1.333,4.0,1.2882500000000001,3.2875
7101,1,0,2002-08-05,1.3,3.5,1.279,3.3
7102,1,0,2002-08-05,,,,
7103,1,0,2002-08-05,1.1,7.0,1.09075,6.125
7104,1,0,2002-08-05,3.25,1.36,2.9625,1.344
7092,1,0,2002-08-05,1.65,2.25,1.5604999999999998,2.2125
7106,0,1,2002-08-05,2.65,1.533,2.4200000000000004,1.4872
7105,1,0,2002-08-05,2.1,1.72,2.025,1.676
7117,1,0,2002-08-05,1.909,1.95,1.8184,1.8426000000000002
7116,1,0,2002-08-05,2.75,1.53,2.51875,1.4434999999999998
7115,1,0,2002-08-05,1.25,4.5,1.19975,3.95825
7114,0,1,2002-08-05,2.5,1.6,2.25,1.55525
7113,1,0,2002-08-05,1.75,2.1,1.6985000000000001,1.9875
7118,1,0,2002-08-05,2.5,1.58,2.36875,1.50325
7111,0,1,2002-08-05,2.75,1.5,2.50625,1.456
7110,0,1,2002-08-05,1.3,3.7,1.2715,3.3375
7109,0,1,2002-08-05,1.5,2.7,1.4425,2.55
7108,1,0,2002-08-05,2.65,1.5,2.4625,1.475
7107,1,0,2002-08-05,1.85,1.9,1.811,1.8276666666666666
7112,1,0,2002-08-05,1.62,2.26,1.5812000000000002,2.2119999999999997
7220,1,0,2002-08-12,2.15,1.8,1.9636,1.7399999999999998
7221,0,1,2002-08-12,2.25,1.75,2.08,1.6476
7222,1,0,2002-08-12,2.625,1.53,2.4050000000000002,1.4988
7223,0,1,2002-08-12,1.5,2.9,1.462,2.532
7225,1,0,2002-08-12,1.55,2.4,1.5433333333333332,2.223333333333333
7226,0,1,2002-08-12,1.833,2.25,1.66575,2.04575
7227,1,0,2002-08-12,1.1,7.0,1.0966,5.91
7219,1,0,2002-08-12,1.833,2.0,1.7852000000000001,1.8632000000000002
7229,0,1,2002-08-12,1.833,2.0,1.7666,1.8984
7224,0,1,2002-08-12,2.375,1.63,2.16875,1.58575
7228,0,1,2002-08-12,1.22,4.75,1.186,4.2266
7212,1,0,2002-08-12,2.3,1.7,2.16,1.6084
7217,0,1,2002-08-12,1.727,2.25,1.6588,2.0599999999999996
7216,0,1,2002-08-12,1.85,2.1,1.6908,2.0
7215,1,0,2002-08-12,1.68,2.12,1.6588,2.064
7214,0,1,2002-08-12,1.2,4.5,1.1728,4.2266
7213,0,1,2002-08-12,1.85,2.2,1.6764,2.05
7211,0,1,2002-08-12,,,,
7210,1,0,2002-08-12,3.3,1.3,3.1925,1.2765
7209,1,0,2002-08-12,2.2,1.7,2.04,1.6708000000000003
7208,0,1,2002-08-12,3.0,1.48,2.7649999999999997,1.3954
7207,1,0,2002-08-12,1.533,2.625,1.4653999999999998,2.478
7230,1,0,2002-08-12,2.65,1.533,2.4,1.4891999999999999
7206,0,1,2002-08-12,1.4,2.8,1.384,2.71
7218,0,1,2002-08-12,1.571,2.41,1.53275,2.29
7231,0,1,2002-08-12,1.33,3.5,1.2932,3.19
7244,0,1,2002-08-12,1.55,2.55,1.5,2.4
7233,0,1,2002-08-12,1.88,2.0,1.8092,1.8432
7205,1,0,2002-08-12,1.533,2.75,1.4831999999999996,2.4200000000000004
7256,1,0,2002-08-12,2.75,1.533,2.401,1.4866
7255,1,0,2002-08-12,3.75,1.32,3.45,1.274
7254,0,1,2002-08-12,2.05,1.75,2.0100000000000002,1.6948
7253,0,1,2002-08-12,1.36,3.4,1.3246,3.0500000000000003
7252,1,0,2002-08-12,2.0,1.833,1.9006,1.7719999999999998
7251,1,0,2002-08-12,1.37,3.2,1.3394,3.0
7250,0,1,2002-08-12,2.75,1.5,2.545,1.4427999999999999
7249,0,1,2002-08-12,1.55,2.65,1.5066,2.34
7248,0,1,2002-08-12,1.444,2.75,1.4096,2.66
7247,1,0,2002-08-12,6.5,1.125,5.55,1.105
7232,1,0,2002-08-12,1.34,3.6,1.2844000000000002,3.2700000000000005
7246,1,0,2002-08-12,1.444,3.0,1.3888,2.725
7257,0,1,2002-08-12,1.444,2.7,1.416,2.53125
7243,0,1,2002-08-12,1.1,7.0,1.0746000000000002,6.4
7242,1,0,2002-08-12,2.1,1.833,1.9666000000000001,1.718
7241,0,1,2002-08-12,1.333,3.5,1.3058,3.1399999999999997
7240,0,1,2002-08-12,1.52,2.5,1.476,2.45
7239,1,0,2002-08-12,1.15,6.0,1.1292,5.01
7238,0,1,2002-08-12,1.28,3.75,1.256,3.47
7237,0,1,2002-08-12,1.29,3.75,1.2551999999999999,3.4799999999999995
7236,0,1,2002-08-12,1.78,2.1,1.7348,1.9460000000000002
7235,0,1,2002-08-12,2.0,1.9,1.9146,1.762
7234,1,0,2002-08-12,4.0,1.25,3.63,1.232
7245,0,1,2002-08-12,1.5,3.0,1.4228,2.6
7204,0,1,2002-08-12,1.8,2.2,1.7064,2.018
7163,1,0,2002-08-12,1.5,2.75,1.4400000000000002,2.5700000000000003
7202,0,1,2002-08-12,2.1,1.8,1.9617999999999998,1.7474
7173,0,1,2002-08-12,3.45,1.35,3.052,1.3064
7172,0,1,2002-08-12,1.96,1.8,1.8956,1.7899999999999998
7171,0,1,2002-08-12,2.5,1.6,2.304,1.5432
7169,1,0,2002-08-12,1.222,5.0,1.1797999999999997,4.26
7168,1,0,2002-08-12,2.38,1.62,2.246,1.5452
7167,1,0,2002-08-12,3.0,1.45,2.6333333333333333,1.4033333333333333
7166,1,0,2002-08-12,2.2,1.79,1.9700000000000002,1.7264
7165,1,0,2002-08-12,1.364,3.35,1.3055999999999999,3.07
7164,0,1,2002-08-12,2.0,1.85,1.8884,1.7785999999999997
7162,0,1,2002-08-12,1.111,6.0,1.1055000000000001,5.25
7161,1,0,2002-08-12,1.75,2.06,1.7008000000000003,1.9920000000000002
7160,1,0,2002-08-12,1.4,2.94,1.3728,2.773
7159,0,1,2002-08-12,1.33,3.3,1.2766666666666666,3.15
7158,1,0,2002-08-12,1.6,2.35,1.5833333333333333,2.1199999999999997
7157,1,0,2002-08-12,1.444,2.95,1.4048,2.715
7156,1,0,2002-08-12,1.111,6.0,1.1036666666666666,5.1499999999999995
7155,1,0,2002-08-12,3.0,1.36,2.9,1.32
7154,1,0,2002-08-12,1.25,4.2,1.2064000000000001,3.868
7153,0,1,2002-08-12,1.727,2.1,1.6608,2.04
7152,0,1,2002-08-12,1.571,2.5,1.5383999999999998,2.29
7151,0,1,2002-08-12,1.65,2.2,1.636,2.092
7150,1,0,2002-08-12,1.67,2.3,1.6072,2.1479999999999997
7203,1,0,2002-08-12,1.48,2.75,1.4485,2.53125
7174,0,1,2002-08-12,3.3,1.333,3.16,1.3006
7175,0,1,2002-08-12,2.1,1.8,1.9818000000000002,1.7174
7170,0,1,2002-08-12,1.333,3.7,1.2998,3.2120000000000006
7177,0,1,2002-08-12,1.3,3.75,1.2664,3.3699999999999997
7201,1,0,2002-08-12,2.5,1.533,2.3449999999999998,1.5186
7200,1,0,2002-08-12,1.36,3.4,1.3292,3.02
7199,0,1,2002-08-12,1.25,4.0,1.22,3.79
7198,1,0,2002-08-12,2.1,1.75,2.05,1.6847999999999999
7197,0,1,2002-08-12,1.85,2.0,1.7733999999999999,1.9099999999999997
7196,1,0,2002-08-12,2.0,1.833,1.8632000000000002,1.7892
7176,0,1,2002-08-12,,,,
7194,1,0,2002-08-12,2.4,1.56,2.2800000000000002,1.5412
7193,0,1,2002-08-12,1.45,2.95,1.3980000000000001,2.7199999999999998
7192,1,0,2002-08-12,1.62,2.3,1.5872,2.1700000000000004
7191,1,0,2002-08-12,3.0,1.4,2.835,1.3656
7190,1,0,2002-08-12,1.45,2.75,1.4276,2.59
7195,1,0,2002-08-12,4.0,1.31,3.4200000000000004,1.2596
7188,0,1,2002-08-12,1.22,4.5,1.1867999999999999,4.0366
7189,0,1,2002-08-12,1.95,1.85,1.8683999999999998,1.8125999999999998
7179,1,0,2002-08-12,1.28,3.75,1.2504000000000002,3.4899999999999998
7180,1,0,2002-08-12,1.14,6.0,1.1232,5.3
7178,0,1,2002-08-12,1.25,3.5,1.25,3.5
7182,0,1,2002-08-12,1.4,3.0,1.3667999999999998,2.8520000000000003
7181,1,0,2002-08-12,1.909,1.85,1.8384,1.8265999999999998
7184,1,0,2002-08-12,2.75,1.53,2.6109999999999998,1.4448
7185,0,1,2002-08-12,1.45,3.0,1.3714,2.81
7186,1,0,2002-08-12,1.167,5.0,1.152,4.529999999999999
7187,0,1,2002-08-12,1.85,1.91,1.8146,1.8603999999999998
